1055	pestilence epidemic	1.138461285279755	1.445182641557226
1055	public capital flow	0.801968621667825	1.0758413451028404
1055	unearned resource	0.547861895232539	0.7767658543638378
1055	traditional form of development co operation	0.547861895232539	0.7767658543638378
1055	term pair	0.547861895232539	0.7767658543638378
1055	spell like power	0.35707469387375135	0.5362580146582688
1055	ancient conventional legal doublet	0.3354469598895224	0.5078518991521602
1055	key development financing topic	0.2627119981643318	0.41016064268241814
1055	non speculative capital flow	0.22596768865572472	0.35934931718003255
1055	inesses	0.22596768865572472	0.35934931718003255
1171	addiction prone individual	1.1575589124445016	1.465395521006241
1171	ketotic state	0.6879213754906044	0.9441295681851284
1171	addiction-prone individual	0.6289361854660791	0.8744581218184065
1171	troubled person	0.5572785531806475	0.7882349044805051
1171	population cohort study	0.4233422927929001	0.62171237411659
1171	treatment outcast patient	0.4233422927929001	0.62171237411659
1171	acute hepatocellular disease	0.3648910914353593	0.5464585520104172
1171	nonpsychotic group	0.28594223875151326	0.44175031427902606
1171	affect laden label	0.28594223875151326	0.44175031427902606
1171	quirky co practitioners	0.18050899204964171	0.2948349117891316
226	intoxicant product	2.051875153342391	2.3423407277836805
226	agricultural and industrial product	0.4890513342947164	0.7043533374973
226	heavily yeasted food	0.4368828308669855	0.6389027632842074
226	regulated concession	0.4368828308669855	0.6389027632842074
226	incidental hotel charge	0.24188090907828633	0.38148883921331034
226	true contraband	0.22293053329051668	0.35509926592108004
226	introduction several product	0.22293053329051668	0.35509926592108004
226	ordinary and regularly used addictive substance	0.22293053329051668	0.35509926592108004
226	de merit goods	0.22293053329051668	0.35509926592108004
226	kilojoule-heavy drink	0.22293053329051668	0.35509926592108004
1469	fruit	1.2948227386440472	1.7943669545008367
1469	silicon valley titan	0.4323076512577339	0.6331040451247233
1469	hard fruit	0.368484102255462	0.5511361425663369
1469	fruit tree	0.2601576368374962	0.4367327362919804
1469	fresh fruit	0.2705796192704155	0.4279910087338043
1469	company	0.30794180906900687	0.4713203105110375
